anyo;trimestre;provincia;municipio;valor_hasta_5a;valor_mas_5a;valor;tasaciones_hasta_5a;tasaciones_mas_5a;tasaciones
2005;1;Albacete;Albacete;;;1583.7;;;676.0
2005;1;Albacete;Almansa;;;834.0;;;104.0
2005;1;Albacete;Hellín;;;742.9;;;98.0
2005;1;Albacete;Villarrobledo;;;833.4;;;69.0
2005;1;Alicante;Alcoy/Alcoi;;;857.6;;;165.0
2005;1;Alicante;Alicante/Alacant;;;1496.3;;;1703.0
2005;1;Alicante;Benidorm;;;2178.6;;;398.0
2005;1;Alicante;Calpe/Calp;;;1928.3;;;204.0
2005;1;Alicante;Crevillent;;;868.6;;;91.0
2005;1;Alicante;Dénia;;;2018.8;;;721.0
2005;1;Alicante;Elche/Elx;;;1132.1;;;1001.0
2005;1;Alicante;Elda;;;846.2;;;218.0
2005;1;Alicante;Jávea/Xábia;;;2147.1;;;140.0
2005;1;Alicante;Novelda;;;844.5;;;107.0
2005;1;Alicante;Orihuela;;;1715.4;;;477.0
2005;1;Alicante;Petrer;;;891.5;;;67.0
2005;1;Alicante;San Vicente del Raspeig;;;1307.6;;;213.0
2005;1;Alicante;Santa Pola;;;1761.3;;;345.0
2005;1;Alicante;Torrevieja;;;1889.8;;;1198.0
2005;1;Alicante;Villajoyosa/Vila Joiosa (La);;;1750.1;;;276.0
2005;1;Alicante;Villena;;;873.2;;;106.0
2005;1;Almería;Almería;;;1477.4;;;867.0
2005;1;Almería;Ejido (El);;;1145.8;;;513.0
2005;1;Almería;Roquetas de Mar;;;1484.0;;;773.0
2005;1;Araba/Alava;Vitoria;;;2759.0;;;323.0
2005;1;ASTURIAS;Avilés;;;1242.8;;;348.0
2005;1;ASTURIAS;Gijón;;;1722.5;;;1061.0
2005;1;ASTURIAS;Langreo;;;930.5;;;88.0
2005;1;ASTURIAS;Mieres;;;1026.0;;;117.0
2005;1;ASTURIAS;Oviedo;;;1700.7;;;795.0
2005;1;ASTURIAS;Siero;;;1313.7;;;124.0
2005;1;Badajoz;Almendralejo;;;755.2;;;114.0
2005;1;Badajoz;Badajoz;;;1241.3;;;797.0
2005;1;Badajoz;Don Benito;;;803.0;;;152.0
2005;1;Badajoz;Mérida;;;926.3;;;319.0
2005;1;Barcelona;Badalona;;;2397.5;;;1411.0
2005;1;Barcelona;Barberà del Vallès;;;2125.7;;;195.0
2005;1;Barcelona;Barcelona;;;2975.4;;;6030.0
2005;1;Barcelona;Castelldefels;;;2777.5;;;328.0
2005;1;Barcelona;Cerdanyola del Vallès;;;2366.4;;;260.0
2005;1;Barcelona;Cornellà de Llobregat;;;2678.9;;;389.0
2005;1;Barcelona;Esplugues de Llobregat;;;2894.4;;;178.0
2005;1;Barcelona;Gavà;;;2507.8;;;246.0
2005;1;Barcelona;Granollers;;;2105.5;;;297.0
2005;1;Barcelona;Hospitalet de Llobregat (L');;;2738.8;;;1246.0
2005;1;Barcelona;Igualada;;;1570.4;;;217.0
2005;1;Barcelona;Manresa;;;1486.4;;;411.0
2005;1;Barcelona;Martorell;;;1892.4;;;161.0
2005;1;Barcelona;Mataró;;;2213.0;;;662.0
2005;1;Barcelona;Mollet del Vallès;;;2088.3;;;268.0
2005;1;Barcelona;Montcada i Reixac;;;2085.5;;;208.0
2005;1;Barcelona;Prat de Llobregat (El);;;2223.2;;;356.0
2005;1;Barcelona;Premià de Mar;;;2223.6;;;123.0
2005;1;Barcelona;Ripollet;;;2134.1;;;241.0
2005;1;Barcelona;Rubí;;;2142.8;;;636.0
2005;1;Barcelona;Sabadell;;;2120.9;;;1068.0
2005;1;Barcelona;Sant Adrià de Besòs;;;2216.6;;;145.0
2005;1;Barcelona;Sant Boi de Llobregat;;;2360.1;;;480.0
2005;1;Barcelona;Sant Cugat del Vallès;;;2771.1;;;225.0
2005;1;Barcelona;Sant Feliu de Llobregat;;;2582.8;;;206.0
2005;1;Barcelona;Sant Joan Despí;;;2555.5;;;143.0
2005;1;Barcelona;Sant Pere de Ribes;;;2132.6;;;144.0
2005;1;Barcelona;Sant Vicenç dels Horts;;;2058.0;;;176.0
2005;1;Barcelona;Santa Coloma Gramanet;;;2411.5;;;870.0
2005;1;Barcelona;Terrassa;;;2040.2;;;1390.0
2005;1;Barcelona;Vic;;;1666.2;;;207.0
2005;1;Barcelona;Viladecans;;;2379.4;;;439.0
2005;1;Barcelona;Vilafranca del Penedès;;;1812.9;;;182.0
2005;1;Barcelona;Vilanova i la Geltrú;;;2066.9;;;377.0
2005;1;Bizkaia;Barakaldo;;;2457.3;;;445.0
2005;1;Bizkaia;Basauri;;;2516.4;;;146.0
2005;1;Bizkaia;Bilbao;;;2708.5;;;1254.0
2005;1;Bizkaia;Durango;;;2272.8;;;121.0
2005;1;Bizkaia;Galdakao;;;2430.2;;;76.0
2005;1;Bizkaia;Getxo;;;3036.8;;;180.0
2005;1;Bizkaia;Leioa;;;2706.6;;;106.0
2005;1;Bizkaia;Portugalete;;;2523.1;;;163.0
2005;1;Bizkaia;Santurtzi;;;2490.1;;;165.0
2005;1;Bizkaia;Sestao;;;2197.0;;;139.0
2005;1;Burgos;Aranda de Duero;;;1364.8;;;101.0
2005;1;Burgos;Burgos;;;1910.0;;;812.0
2005;1;Burgos;Miranda de Ebro;;;1488.7;;;153.0
2005;1;Cantabría;Camargo;;;1643.8;;;66.0
2005;1;Cantabría;Castro-Urdiales;;;2270.0;;;192.0
2005;1;Cantabría;Santander;;;1981.6;;;696.0
2005;1;Cantabría;Torrelavega;;;1430.2;;;182.0
2005;1;Castellón/Castelló;Burriana;;;1140.7;;;218.0
2005;1;Castellón/Castelló;Castellón de la Plana;;;1487.7;;;744.0
2005;1;Castellón/Castelló;Villarreal/Vila-real;;;1174.6;;;255.0
2005;1;Castellón/Castelló;Vinaròs;;;1265.7;;;121.0
2005;1;Ceuta;Ceuta;;;1353.7;;;186.0
2005;1;Ciudad Real;Alcázar de San Juan;;;859.8;;;82.0
2005;1;Ciudad Real;Ciudad Real;;;1515.2;;;232.0
2005;1;Ciudad Real;Puertollano;;;803.1;;;170.0
2005;1;Ciudad Real;Tomelloso;;;820.3;;;140.0
2005;1;Ciudad Real;Valdepeñas;;;765.3;;;90.0
2005;1;Cuenca;Cuenca;;;1462.9;;;205.0
2005;1;Cáceres;Cáceres;;;1296.3;;;483.0
2005;1;Cáceres;Plasencia;;;982.6;;;156.0
2005;1;Cádiz;Algeciras;;;1344.6;;;718.0
2005;1;Cádiz;Arcos de la frontera;;;1052.9;;;113.0
2005;1;Cádiz;Chiclana de la Frontera;;;1800.7;;;473.0
2005;1;Cádiz;Cádiz;;;1910.4;;;450.0
2005;1;Cádiz;Jerez de la Frontera;;;1205.6;;;925.0
2005;1;Cádiz;Línea de la Concepción (La);;;1536.8;;;395.0
2005;1;Cádiz;Puerto de Santa María;;;1651.7;;;499.0
2005;1;Cádiz;Puerto Real;;;1280.4;;;162.0
2005;1;Cádiz;Rota;;;1867.4;;;246.0
2005;1;Cádiz;San Fernando;;;1366.5;;;488.0
2005;1;Cádiz;San Roque;;;1834.6;;;149.0
2005;1;Cádiz;Sanlúcar de Barrameda;;;1443.5;;;321.0
2005;1;Córdaba;Córdoba;;;1534.0;;;1738.0
2005;1;Córdaba;Lucena;;;1246.1;;;192.0
2005;1;Córdaba;Puente Génil;;;803.5;;;96.0
2005;1;Gipuzkoa;Eibar;;;2205.5;;;64.0
2005;1;Gipuzkoa;Errenteria;;;2583.4;;;124.0
2005;1;Gipuzkoa;Irun;;;2485.0;;;189.0
2005;1;Gipuzkoa;San Sebastián/Donostia;;;3439.4;;;447.0
2005;1;Girona;Blanes;;;1975.8;;;276.0
2005;1;Girona;Figueres;;;1538.7;;;324.0
2005;1;Girona;Girona;;;1954.0;;;561.0
2005;1;Girona;Lloret de Mar;;;1846.0;;;321.0
2005;1;Girona;Olot;;;1427.9;;;133.0
2005;1;Girona;Salt;;;1567.9;;;265.0
2005;1;Granada;Granada;;;1688.2;;;1115.0
2005;1;Granada;Motril;;;1351.6;;;285.0
2005;1;Guadalajara;Guadalajara;;;2135.6;;;368.0
2005;1;Huelva;Huelva;;;1343.9;;;834.0
2005;1;Huesca;Huesca;;;1512.5;;;173.0
2005;1;ILLES BALEARS;Calvià;;;2325.0;;;234.0
2005;1;ILLES BALEARS;Ciutadella de Menorca;;;2032.5;;;98.0
2005;1;ILLES BALEARS;Eivissa;;;2148.7;;;120.0
2005;1;ILLES BALEARS;Inca;;;1548.6;;;241.0
2005;1;ILLES BALEARS;Llucmajor;;;2018.2;;;205.0
2005;1;ILLES BALEARS;Mahón;;;1905.2;;;167.0
2005;1;ILLES BALEARS;Manacor;;;1561.0;;;181.0
2005;1;ILLES BALEARS;Marratxí;;;2043.2;;;164.0
2005;1;ILLES BALEARS;Palma de Mallorca;;;1966.4;;;2189.0
2005;1;ILLES BALEARS;Santa Eulalia del Río;;;2276.2;;;59.0
2005;1;Jaén;Andújar;;;785.8;;;133.0
2005;1;Jaén;Jaén;;;1327.2;;;515.0
2005;1;Jaén;Linares;;;883.2;;;306.0
2005;1;Jaén;Úbeda;;;889.6;;;144.0
2005;1;La Coruña;Arteixo;;;1150.7;;;62.0
2005;1;La Coruña;Carballo;;;712.8;;;42.0
2005;1;La Coruña;Coruña (A);;;1712.2;;;648.0
2005;1;La Coruña;Culleredo;;;1375.8;;;92.0
2005;1;La Coruña;Ferrol;;;1045.3;;;173.0
2005;1;La Coruña;Narón;;;1046.9;;;87.0
2005;1;La Coruña;Oleiros;;;1299.4;;;67.0
2005;1;La Coruña;Ribeira;;;1019.4;;;8.0
2005;1;La Coruña;Santiago de Compostela;;;1352.2;;;132.0
2005;1;La Rioja;Logroño;;;1952.3;;;717.0
2005;1;Las Palmas;Agüimes;;;1367.5;;;227.0
2005;1;Las Palmas;Arrecife;;;1449.2;;;471.0
2005;1;Las Palmas;Arucas;;;1424.4;;;250.0
2005;1;Las Palmas;Ingenio;;;1241.6;;;204.0
2005;1;Las Palmas;Palmas de Gran Canaria (Las);;;1598.2;;;1872.0
2005;1;Las Palmas;Puerto del Rosario;;;1526.6;;;359.0
2005;1;Las Palmas;San Bartolomé de Tirajana;;;2002.7;;;318.0
2005;1;Las Palmas;Santa Lucía de Tirajana;;;1308.0;;;658.0
2005;1;Las Palmas;Telde;;;1330.3;;;571.0
2005;1;León;León;;;1405.1;;;520.0
2005;1;León;Ponferrada;;;1006.1;;;215.0
2005;1;León;San Andrés  del Rabanedo;;;1017.4;;;185.0
2005;1;Lleida;Lleida;;;1413.9;;;878.0
2005;1;Lugo;Lugo;;;916.6;;;239.0
2005;1;Madrid;Alcalá de Henares;;;2328.0;;;1161.0
2005;1;Madrid;Alcobendas;;;3256.2;;;470.0
2005;1;Madrid;Alcorcón;;;2645.0;;;652.0
2005;1;Madrid;Aranjuez;;;2069.0;;;305.0
2005;1;Madrid;Arganda del Rey;;;2013.8;;;356.0
2005;1;Madrid;Boadilla del Monte;;;2615.3;;;241.0
2005;1;Madrid;Collado Villalba;;;2406.8;;;402.0
2005;1;Madrid;Colmenar Viejo;;;2399.5;;;221.0
2005;1;Madrid;Coslada;;;2615.7;;;396.0
2005;1;Madrid;Fuenlabrada;;;2189.7;;;1106.0
2005;1;Madrid;Galapagar;;;2214.8;;;300.0
2005;1;Madrid;Getafe;;;2521.4;;;667.0
2005;1;Madrid;Leganés;;;2503.8;;;779.0
2005;1;Madrid;Madrid;;;3342.8;;;13970.0
2005;1;Madrid;Majadahonda;;;3057.1;;;298.0
2005;1;Madrid;Móstoles;;;2250.8;;;1116.0
2005;1;Madrid;Parla;;;2133.6;;;750.0
2005;1;Madrid;Pinto;;;2446.1;;;340.0
2005;1;Madrid;Pozuelo de Alarcón;;;3122.3;;;293.0
2005;1;Madrid;Rivas-Vaciamadrid;;;2299.8;;;321.0
2005;1;Madrid;Rozas de Madrid (Las);;;2713.0;;;421.0
2005;1;Madrid;San Fernando de Henares;;;2539.6;;;213.0
2005;1;Madrid;San Sebastián de los Reyes;;;2866.7;;;331.0
2005;1;Madrid;Torrejón de Ardoz;;;2270.6;;;816.0
2005;1;Madrid;Tres Cantos;;;2781.6;;;107.0
2005;1;Madrid;Valdemoro;;;2068.5;;;449.0
2005;1;Madrid;Villaviciosa de Odón;;;2363.1;;;90.0
2005;1;Melilla;Melilla;;;1121.9;;;183.0
2005;1;Murcia;Alcantarilla;;;1066.3;;;224.0
2005;1;Murcia;Caravaca de la Cruz;;;850.1;;;63.0
2005;1;Murcia;Cartagena;;;1464.0;;;1073.0
2005;1;Murcia;Cieza;;;987.6;;;83.0
2005;1;Murcia;Jumilla;;;814.6;;;93.0
2005;1;Murcia;Lorca;;;1155.6;;;374.0
2005;1;Murcia;Mazarrón;;;1558.0;;;250.0
2005;1;Murcia;Molina de Segura;;;1158.4;;;324.0
2005;1;Murcia;Murcia;;;1342.8;;;1822.0
2005;1;Murcia;San Javier;;;1748.9;;;305.0
2005;1;Murcia;Torre-Pacheco;;;1305.0;;;184.0
2005;1;Murcia;Totana;;;1058.2;;;142.0
2005;1;Murcia;Yecla;;;903.4;;;130.0
2005;1;Murcia;Águilas;;;1324.9;;;332.0
2005;1;Málaga;Alhaurín de la Torre;;;2010.9;;;217.0
2005;1;Málaga;Antequera;;;1275.7;;;196.0
2005;1;Málaga;Benalmádena;;;2310.5;;;703.0
2005;1;Málaga;Estepona;;;2318.8;;;649.0
2005;1;Málaga;Fuengirola;;;2064.0;;;391.0
2005;1;Málaga;Marbella;;;2525.6;;;1150.0
2005;1;Málaga;Mijas;;;2205.6;;;843.0
2005;1;Málaga;Málaga;;;1781.6;;;3450.0
2005;1;Málaga;Rincón de la Victoria;;;1968.3;;;540.0
2005;1;Málaga;Ronda;;;1346.1;;;212.0
2005;1;Málaga;Torremolinos;;;2081.1;;;485.0
2005;1;Málaga;Vélez Málaga;;;1677.5;;;326.0
2005;1;Navarra;Pamplona/Iruña;;;2373.6;;;663.0
2005;1;Navarra;Tudela;;;1248.1;;;123.0
2005;1;Ourense;Ourense;;;1275.9;;;245.0
2005;1;Palencia;Palencia;;;1327.1;;;275.0
2005;1;Pontevedra;Marín;;;921.5;;;46.0
2005;1;Pontevedra;Pontevedra;;;1373.0;;;457.0
2005;1;Pontevedra;Redondela;;;1096.2;;;60.0
2005;1;Pontevedra;Vigo;;;1714.0;;;974.0
2005;1;Pontevedra;Vilagarcía de Arousa;;;966.9;;;135.0
2005;1;Salamanca;Salamanca;;;1871.4;;;753.0
2005;1;Santa Cruz de;Adeje;;;2024.2;;;523.0
2005;1;Segovia;Segovia;;;2090.2;;;175.0
2005;1;Sevilla;Alcalá de Guadaíra;;;1307.8;;;479.0
2005;1;Sevilla;Camas;;;1358.3;;;189.0
2005;1;Sevilla;Carmona;;;1080.2;;;117.0
2005;1;Sevilla;Coria del Río;;;1293.7;;;151.0
2005;1;Sevilla;Dos Hermanas;;;1458.8;;;798.0
2005;1;Sevilla;Mairena del Aljarafe;;;1515.7;;;219.0
2005;1;Sevilla;Morón de la Frontera;;;1051.3;;;130.0
2005;1;Sevilla;Palacios y Villafranca (Los);;;1001.7;;;98.0
2005;1;Sevilla;Rinconada (La);;;1206.0;;;164.0
2005;1;Sevilla;Sevilla;;;1770.6;;;3535.0
2005;1;Sevilla;Utrera;;;1145.1;;;244.0
2005;1;Sevilla;Écija;;;919.3;;;100.0
2005;1;Soria;Soria;;;1473.8;;;176.0
2005;1;Tarragona;Cambrils;;;1919.9;;;347.0
2005;1;Tarragona;Reus;;;1530.6;;;801.0
2005;1;Tarragona;Tarragona;;;1762.0;;;830.0
2005;1;Tarragona;Tortosa;;;1005.1;;;199.0
2005;1;Tarragona;Vendrell (El);;;1688.3;;;608.0
2005;1;Tenerife;Arona;;;1814.9;;;575.0
2005;1;Tenerife;Granadilla de Abona;;;1561.7;;;396.0
2005;1;Tenerife;Orotava (La);;;1340.5;;;131.0
2005;1;Tenerife;Puerto de la Cruz;;;1798.8;;;209.0
2005;1;Tenerife;Realejos (Los);;;1412.3;;;170.0
2005;1;Tenerife;San Cristóbal Laguna;;;1345.3;;;804.0
2005;1;Tenerife;Santa Cruz deTenerife;;;1524.4;;;755.0
2005;1;Teruel;Teruel;;;1435.8;;;114.0
2005;1;Toledo;Talavera de la Reina;;;1445.6;;;457.0
2005;1;Toledo;Toledo;;;1906.6;;;256.0
2005;1;Valencia;Alaquàs;;;1088.4;;;121.0
2005;1;Valencia;Aldaia;;;1124.2;;;102.0
2005;1;Valencia;Algemesí;;;869.9;;;96.0
2005;1;Valencia;Alzira;;;981.1;;;225.0
2005;1;Valencia;Burjassot;;;1215.9;;;176.0
2005;1;Valencia;Gandia;;;1263.0;;;558.0
2005;1;Valencia;Manises;;;1226.9;;;141.0
2005;1;Valencia;Mislata;;;1261.6;;;169.0
2005;1;Valencia;Oliva;;;1131.5;;;102.0
2005;1;Valencia;Ontinyent;;;680.0;;;134.0
2005;1;Valencia;Paterna;;;1360.6;;;300.0
2005;1;Valencia;Quart de Poblet;;;1102.0;;;91.0
2005;1;Valencia;Sagunto/Sagunt;;;1094.4;;;183.0
2005;1;Valencia;Sueca;;;1069.6;;;145.0
2005;1;Valencia;Torrent;;;1191.3;;;275.0
2005;1;Valencia;Valencia;;;1651.7;;;3756.0
2005;1;Valencia;Xirivella;;;1111.7;;;142.0
2005;1;Valencia;Xàtiva;;;925.2;;;109.0
2005;1;Valladodid;Valladolid;;;1685.2;;;1298.0
2005;1;Zamora;Zamora;;;1214.6;;;285.0
2005;1;Zaragoza;Zaragoza;;;2048.6;;;2542.0
2005;1;Ávila;Ávila;;;1471.9;;;332.0
2005 ;2;Albacete;Albacete;;;1672.6;;;706.0
2005 ;2;Albacete;Almansa;;;760.9;;;44.0
2005 ;2;Albacete;Hellín;;;758.9;;;71.0
2005 ;2;Albacete;Villarrobledo;;;856.4;;;66.0
2005 ;2;Alicante;Alcoy/Alcoi;;;943.9;;;188.0
2005 ;2;Alicante;Alicante/Alacant;;;1606.8;;;1927.0
2005 ;2;Alicante;Benidorm;;;2461.5;;;556.0
2005 ;2;Alicante;Calpe/Calp;;;2050.8;;;295.0
2005 ;2;Alicante;Crevillent;;;890.6;;;100.0
2005 ;2;Alicante;Dénia;;;2224.7;;;791.0
2005 ;2;Alicante;Elche/Elx;;;1251.8;;;1025.0
2005 ;2;Alicante;Elda;;;897.0;;;208.0
2005 ;2;Alicante;Jávea/Xábia;;;2160.4;;;302.0
2005 ;2;Alicante;Novelda;;;950.5;;;115.0
2005 ;2;Alicante;Orihuela;;;1728.0;;;558.0
2005 ;2;Alicante;Petrer;;;936.5;;;66.0
2005 ;2;Alicante;San Vicente del Raspeig;;;1399.4;;;358.0
2005 ;2;Alicante;Santa Pola;;;1860.3;;;383.0
2005 ;2;Alicante;Torrevieja;;;1970.8;;;1187.0
2005 ;2;Alicante;Villajoyosa/Vila Joiosa (La);;;1983.5;;;277.0
2005 ;2;Alicante;Villena;;;895.5;;;100.0
2005 ;2;Almería;Almería;;;1601.6;;;1048.0
2005 ;2;Almería;Ejido (El);;;1293.7;;;767.0
2005 ;2;Almería;Roquetas de Mar;;;1609.8;;;1109.0
2005 ;2;Araba/Alava;Vitoria;;;2710.8;;;759.0
2005 ;2;ASTURIAS;Avilés;;;1310.3;;;312.0
2005 ;2;ASTURIAS;Gijón;;;1785.9;;;1052.0
2005 ;2;ASTURIAS;Langreo;;;941.9;;;95.0
2005 ;2;ASTURIAS;Mieres;;;1095.3;;;79.0
2005 ;2;ASTURIAS;Oviedo;;;1823.5;;;1320.0
2005 ;2;ASTURIAS;Siero;;;1313.3;;;153.0
2005 ;2;Badajoz;Almendralejo;;;820.3;;;87.0
2005 ;2;Badajoz;Badajoz;;;1313.2;;;664.0
2005 ;2;Badajoz;Don Benito;;;698.2;;;79.0
2005 ;2;Badajoz;Mérida;;;891.8;;;225.0
2005 ;2;Barcelona;Badalona;;;2451.6;;;1431.0
2005 ;2;Barcelona;Barberà del Vallès;;;2171.2;;;206.0
2005 ;2;Barcelona;Barcelona;;;3071.1;;;5619.0
2005 ;2;Barcelona;Castelldefels;;;2766.7;;;280.0
2005 ;2;Barcelona;Cerdanyola del Vallès;;;2267.8;;;263.0
2005 ;2;Barcelona;Cornellà de Llobregat;;;2772.5;;;279.0
2005 ;2;Barcelona;Esplugues de Llobregat;;;2846.6;;;156.0
2005 ;2;Barcelona;Gavà;;;2579.3;;;216.0
2005 ;2;Barcelona;Granollers;;;2128.8;;;275.0
2005 ;2;Barcelona;Hospitalet de Llobregat (L');;;2971.8;;;1443.0
2005 ;2;Barcelona;Igualada;;;1579.3;;;225.0
2005 ;2;Barcelona;Manresa;;;1620.1;;;411.0
2005 ;2;Barcelona;Martorell;;;1948.5;;;152.0
2005 ;2;Barcelona;Mataró;;;2327.1;;;600.0
2005 ;2;Barcelona;Mollet del Vallès;;;2151.7;;;240.0
2005 ;2;Barcelona;Montcada i Reixac;;;2070.4;;;320.0
2005 ;2;Barcelona;Prat de Llobregat (El);;;2116.2;;;285.0
2005 ;2;Barcelona;Premià de Mar;;;2315.9;;;108.0
2005 ;2;Barcelona;Ripollet;;;2239.8;;;259.0
2005 ;2;Barcelona;Rubí;;;2232.0;;;540.0
2005 ;2;Barcelona;Sabadell;;;2113.5;;;1024.0
2005 ;2;Barcelona;Sant Adrià de Besòs;;;2227.0;;;142.0
2005 ;2;Barcelona;Sant Boi de Llobregat;;;2399.9;;;502.0
2005 ;2;Barcelona;Sant Cugat del Vallès;;;3127.8;;;224.0
2005 ;2;Barcelona;Sant Feliu de Llobregat;;;2498.3;;;159.0
2005 ;2;Barcelona;Sant Joan Despí;;;2758.0;;;118.0
2005 ;2;Barcelona;Sant Pere de Ribes;;;2244.0;;;238.0
2005 ;2;Barcelona;Sant Vicenç dels Horts;;;2079.2;;;109.0
2005 ;2;Barcelona;Santa Coloma Gramanet;;;2438.9;;;768.0
2005 ;2;Barcelona;Terrassa;;;2107.5;;;1321.0
2005 ;2;Barcelona;Vic;;;1699.6;;;207.0
2005 ;2;Barcelona;Viladecans;;;2335.9;;;431.0
2005 ;2;Barcelona;Vilafranca del Penedès;;;1908.3;;;179.0
2005 ;2;Barcelona;Vilanova i la Geltrú;;;2116.1;;;304.0
2005 ;2;Bizkaia;Barakaldo;;;2539.1;;;949.0
2005 ;2;Bizkaia;Basauri;;;2487.1;;;155.0
2005 ;2;Bizkaia;Bilbao;;;2716.4;;;1524.0
2005 ;2;Bizkaia;Durango;;;2372.2;;;91.0
2005 ;2;Bizkaia;Galdakao;;;2434.6;;;121.0
2005 ;2;Bizkaia;Getxo;;;3129.8;;;246.0
2005 ;2;Bizkaia;Leioa;;;2778.5;;;101.0
2005 ;2;Bizkaia;Portugalete;;;2631.8;;;185.0
2005 ;2;Bizkaia;Santurtzi;;;2689.4;;;233.0
2005 ;2;Bizkaia;Sestao;;;2293.3;;;149.0
2005 ;2;Burgos;Aranda de Duero;;;1547.8;;;148.0
2005 ;2;Burgos;Burgos;;;2006.3;;;698.0
2005 ;2;Burgos;Miranda de Ebro;;;1644.9;;;155.0
2005 ;2;Cantabría;Camargo;;;1770.4;;;79.0
2005 ;2;Cantabría;Castro-Urdiales;;;2322.9;;;269.0
2005 ;2;Cantabría;Santander;;;2093.6;;;773.0
2005 ;2;Cantabría;Torrelavega;;;1506.2;;;244.0
2005 ;2;Castellón/Castelló;Burriana;;;1306.7;;;203.0
2005 ;2;Castellón/Castelló;Castellón de la Plana;;;1620.0;;;1089.0
2005 ;2;Castellón/Castelló;Villarreal/Vila-real;;;1283.1;;;344.0
2005 ;2;Castellón/Castelló;Vinaròs;;;1443.7;;;318.0
2005 ;2;Ceuta;Ceuta;;;1527.0;;;169.0
2005 ;2;Ciudad Real;Alcázar de San Juan;;;981.5;;;90.0
2005 ;2;Ciudad Real;Ciudad Real;;;1566.9;;;249.0
2005 ;2;Ciudad Real;Puertollano;;;781.4;;;137.0
2005 ;2;Ciudad Real;Tomelloso;;;898.0;;;114.0
2005 ;2;Ciudad Real;Valdepeñas;;;908.3;;;118.0
2005 ;2;Cuenca;Cuenca;;;1519.5;;;183.0
2005 ;2;Cáceres;Cáceres;;;1380.0;;;512.0
2005 ;2;Cáceres;Plasencia;;;1126.9;;;135.0
2005 ;2;Cádiz;Algeciras;;;1422.3;;;767.0
2005 ;2;Cádiz;Arcos de la frontera;;;1103.2;;;131.0
2005 ;2;Cádiz;Chiclana de la Frontera;;;1852.0;;;542.0
2005 ;2;Cádiz;Cádiz;;;2047.4;;;511.0
2005 ;2;Cádiz;Jerez de la Frontera;;;1350.6;;;1092.0
2005 ;2;Cádiz;Línea de la Concepción (La);;;1428.6;;;529.0
2005 ;2;Cádiz;Puerto de Santa María;;;1861.4;;;517.0
2005 ;2;Cádiz;Puerto Real;;;1528.7;;;248.0
2005 ;2;Cádiz;Rota;;;1960.1;;;236.0
2005 ;2;Cádiz;San Fernando;;;1533.7;;;552.0
2005 ;2;Cádiz;San Roque;;;2083.7;;;280.0
2005 ;2;Cádiz;Sanlúcar de Barrameda;;;1523.2;;;354.0
2005 ;2;Córdaba;Córdoba;;;1631.8;;;1815.0
2005 ;2;Córdaba;Lucena;;;1228.6;;;101.0
2005 ;2;Córdaba;Puente Génil;;;815.7;;;90.0
2005 ;2;Gipuzkoa;Eibar;;;2625.7;;;182.0
2005 ;2;Gipuzkoa;Errenteria;;;2672.3;;;136.0
2005 ;2;Gipuzkoa;Irun;;;2512.7;;;300.0
2005 ;2;Gipuzkoa;San Sebastián/Donostia;;;3552.6;;;372.0
2005 ;2;Girona;Blanes;;;1930.1;;;444.0
2005 ;2;Girona;Figueres;;;1530.4;;;296.0
2005 ;2;Girona;Girona;;;2118.4;;;501.0
2005 ;2;Girona;Lloret de Mar;;;1938.0;;;384.0
2005 ;2;Girona;Olot;;;1582.2;;;245.0
2005 ;2;Girona;Salt;;;1655.2;;;259.0
2005 ;2;Granada;Granada;;;1801.1;;;918.0
2005 ;2;Granada;Motril;;;1523.7;;;260.0
2005 ;2;Guadalajara;Guadalajara;;;2157.6;;;578.0
2005 ;2;Huelva;Huelva;;;1480.3;;;862.0
2005 ;2;Huesca;Huesca;;;1602.0;;;159.0
2005 ;2;ILLES BALEARS;Calvià;;;2447.6;;;321.0
2005 ;2;ILLES BALEARS;Ciutadella de Menorca;;;2083.2;;;81.0
2005 ;2;ILLES BALEARS;Eivissa;;;2207.9;;;141.0
2005 ;2;ILLES BALEARS;Inca;;;1655.0;;;219.0
2005 ;2;ILLES BALEARS;Llucmajor;;;2100.3;;;337.0
2005 ;2;ILLES BALEARS;Mahón;;;2017.0;;;202.0
2005 ;2;ILLES BALEARS;Manacor;;;1609.6;;;253.0
2005 ;2;ILLES BALEARS;Marratxí;;;2151.0;;;169.0
2005 ;2;ILLES BALEARS;Palma de Mallorca;;;2033.4;;;2566.0
2005 ;2;ILLES BALEARS;Santa Eulalia del Río;;;2246.9;;;74.0
2005 ;2;Jaén;Andújar;;;917.4;;;73.0
2005 ;2;Jaén;Jaén;;;1380.6;;;559.0
2005 ;2;Jaén;Linares;;;1056.7;;;252.0
2005 ;2;Jaén;Úbeda;;;1114.6;;;184.0
2005 ;2;La Coruña;Arteixo;;;1093.1;;;82.0
2005 ;2;La Coruña;Carballo;;;745.9;;;59.0
2005 ;2;La Coruña;Coruña (A);;;1762.8;;;764.0
2005 ;2;La Coruña;Culleredo;;;1295.5;;;98.0
2005 ;2;La Coruña;Ferrol;;;941.7;;;111.0
2005 ;2;La Coruña;Narón;;;954.8;;;54.0
2005 ;2;La Coruña;Oleiros;;;1201.6;;;69.0
2005 ;2;La Coruña;Ribeira;;;1179.1;;;23.0
2005 ;2;La Coruña;Santiago de Compostela;;;1543.5;;;84.0
