anyo;trimestre;provincia;tasa_vivienda_libre;tasa_vivienda_libre_hasta_5a;tasa_vivienda_libre_mas_5a;tasa_vivienda_protegida;tasaciones
1995;1;Albacete;438.7;;;;
1995;1;Alicante/Alacant;477;;;;
1995;1;Almería;419.8;;;;
1995;1;Andalucía;513.4;;;;
1995;1;Araba/Alava;849;;;;
1995;1;Aragón;573.6;;;;
1995;1;Asturias (Principado de );657.9;;;;
1995;1;Badajoz;377;;;;
1995;1;Balears (Illes);586;;;;
1995;1;Barcelona;860;;;;
1995;1;Bizkaia;919.4;;;;
1995;1;Burgos;703.9;;;;
1995;1;Canarias;572.4;;;;
1995;1;Cantabria;750;;;;
1995;1;Castellón/Castelló;447.8;;;;
1995;1;Castilla y León;616.9;;;;
1995;1;Castilla-La Mancha;505.3;;;;
1995;1;Cataluña;735;;;;
1995;1;Ciudad Real;444.2;;;;
1995;1;Comunidad Valenciana;479.2;;;;
1995;1;Coruña (A);650.9;;;;
1995;1;Cuenca;439.5;;;;
1995;1;Cáceres;420.3;;;;
1995;1;Cádiz;500.6;;;;
1995;1;Córdoba;491.5;;;;
1995;1;Extremadura;394.7;;;;
1995;1;Galicia;584.5;;;;
1995;1;Gipuzkoa;972.2;;;;
1995;1;Girona;581.4;;;;
1995;1;Granada;494.8;;;;
1995;1;Guadalajara;633.4;;;;
1995;1;Huelva;504.8;;;;
1995;1;Huesca;447.4;;;;
1995;1;Jaén;375.8;;;;
1995;1;León;529.1;;;;
1995;1;Lleida;492.7;;;;
1995;1;Lugo;454;;;;
1995;1;Madrid (Comunidad de);1078.4;;;;
1995;1;Murcia (Región de);425.9;;;;
1995;1;Málaga;494.5;;;;
1995;1;Navarra (Comunidad Foral de);722.8;;;;
1995;1;Ourense;596.4;;;;
1995;1;Palencia;540.4;;;;
1995;1;Palmas (Las);576.1;;;;
1995;1;País Vasco;926.5;;;;
1995;1;Pontevedra;575.5;;;;
1995;1;Rioja (La);588.6;;;;
1995;1;Salamanca;624.1;;;;
1995;1;Santa Cruz de Tenerife;572.4;;;;
1995;1;Segovia;615;;;;
1995;1;Sevilla;505.2;;;;
1995;1;Soria;706.6;;;;
1995;1;Tarragona;497.9;;;;
1995;1;Teruel;411.1;;;;
1995;1;Toledo;477.8;;;;
1995;1;TOTAL NACIONAL;670.8;;;;
1995;1;Valencia/València;466;;;;
1995;1;Valladolid;654.7;;;;
1995;1;Zamora;506.1;;;;
1995;1;Zaragoza;619.7;;;;
1995;1;Ávila;579;;;;
1995;2;Albacete;432.1;;;;
1995;2;Alicante/Alacant;480;;;;
1995;2;Almería;421.1;;;;
1995;2;Andalucía;514.7;;;;
1995;2;Araba/Alava;827.9;;;;
1995;2;Aragón;570.6;;;;
1995;2;Asturias (Principado de );635.1;;;;
1995;2;Badajoz;391;;;;
1995;2;Balears (Illes);591.6;;;;
1995;2;Barcelona;881.8;;;;
1995;2;Bizkaia;890;;;;
1995;2;Burgos;749.3;;;;
1995;2;Canarias;598.4;;;;
1995;2;Cantabria;751.6;;;;
1995;2;Castellón/Castelló;435.5;;;;
1995;2;Castilla y León;631.6;;;;
1995;2;Castilla-La Mancha;500.6;;;;
1995;2;Cataluña;744.6;;;;
1995;2;Ciudad Real;446.6;;;;
1995;2;Comunidad Valenciana;479.2;;;;
1995;2;Coruña (A);713.8;;;;
1995;2;Cuenca;447.5;;;;
1995;2;Cáceres;417.7;;;;
1995;2;Cádiz;499.1;;;;
1995;2;Córdoba;531.1;;;;
1995;2;Extremadura;399.8;;;;
1995;2;Galicia;618.8;;;;
1995;2;Gipuzkoa;1009.6;;;;
1995;2;Girona;584.6;;;;
1995;2;Granada;475.3;;;;
1995;2;Guadalajara;664.1;;;;
1995;2;Huelva;506;;;;
1995;2;Huesca;434.9;;;;
1995;2;Jaén;380.6;;;;
1995;2;León;546.1;;;;
1995;2;Lleida;485;;;;
1995;2;Lugo;459.8;;;;
1995;2;Madrid (Comunidad de);1078.4;;;;
1995;2;Murcia (Región de);421;;;;
1995;2;Málaga;507.8;;;;
1995;2;Navarra (Comunidad Foral de);742.7;;;;
1995;2;Ourense;539;;;;
1995;2;Palencia;548.3;;;;
1995;2;Palmas (Las);606.9;;;;
1995;2;País Vasco;921.6;;;;
1995;2;Pontevedra;583;;;;
1995;2;Rioja (La);598.4;;;;
1995;2;Salamanca;612.2;;;;
1995;2;Santa Cruz de Tenerife;586;;;;
1995;2;Segovia;648.4;;;;
1995;2;Sevilla;509.4;;;;
1995;2;Soria;701.9;;;;
1995;2;Tarragona;514.8;;;;
1995;2;Teruel;436.5;;;;
1995;2;Toledo;471.6;;;;
1995;2;TOTAL NACIONAL;686;;;;
1995;2;Valencia/València;459.8;;;;
1995;2;Valladolid;682.1;;;;
1995;2;Zamora;489.2;;;;
1995;2;Zaragoza;610;;;;
1995;2;Ávila;584.5;;;;
1995;3;Albacete;422.3;;;;
1995;3;Alicante/Alacant;475.5;;;;
1995;3;Almería;447.8;;;;
1995;3;Andalucía;495.3;;;;
1995;3;Araba/Alava;865.5;;;;
1995;3;Aragón;590.1;;;;
1995;3;Asturias (Principado de );643.7;;;;
1995;3;Badajoz;397.6;;;;
1995;3;Balears (Illes);591.6;;;;
1995;3;Barcelona;881.8;;;;
1995;3;Bizkaia;907.1;;;;
1995;3;Burgos;717.1;;;;
1995;3;Canarias;593.8;;;;
1995;3;Cantabria;714.3;;;;
1995;3;Castellón/Castelló;477.9;;;;
1995;3;Castilla y León;641.4;;;;
1995;3;Castilla-La Mancha;503;;;;
1995;3;Cataluña;750.4;;;;
1995;3;Ciudad Real;453.9;;;;
1995;3;Comunidad Valenciana;488.6;;;;
1995;3;Coruña (A);659.1;;;;
1995;3;Cuenca;404.7;;;;
1995;3;Cáceres;407.3;;;;
1995;3;Cádiz;506.4;;;;
1995;3;Córdoba;516;;;;
1995;3;Extremadura;399.8;;;;
1995;3;Galicia;599.4;;;;
1995;3;Gipuzkoa;1014.6;;;;
1995;3;Girona;583;;;;
1995;3;Granada;473;;;;
1995;3;Guadalajara;675.4;;;;
1995;3;Huelva;506;;;;
1995;3;Huesca;446.1;;;;
1995;3;Jaén;388.6;;;;
1995;3;León;541.1;;;;
1995;3;Lleida;498.2;;;;
1995;3;Lugo;430.5;;;;
1995;3;Madrid (Comunidad de);1086.2;;;;
1995;3;Murcia (Región de);429.7;;;;
1995;3;Málaga;488.8;;;;
1995;3;Navarra (Comunidad Foral de);759.6;;;;
1995;3;Ourense;612.7;;;;
1995;3;Palencia;529.6;;;;
1995;3;Palmas (Las);606.9;;;;
1995;3;País Vasco;926.5;;;;
1995;3;Pontevedra;595.4;;;;
1995;3;Rioja (La);594.2;;;;
1995;3;Salamanca;649.4;;;;
1995;3;Santa Cruz de Tenerife;580;;;;
1995;3;Segovia;657.5;;;;
1995;3;Sevilla;499.7;;;;
1995;3;Soria;692.5;;;;
1995;3;Tarragona;482.5;;;;
1995;3;Teruel;469.6;;;;
1995;3;Toledo;461.6;;;;
1995;3;TOTAL NACIONAL;682.6;;;;
1995;3;Valencia/València;472.2;;;;
1995;3;Valladolid;667;;;;
1995;3;Zamora;521.2;;;;
1995;3;Zaragoza;635.9;;;;
1995;3;Ávila;606.7;;;;
1995;4;Albacete;462.7;;;;
1995;4;Alicante/Alacant;471;;;;
1995;4;Almería;446.5;;;;
1995;4;Andalucía;514.7;;;;
1995;4;Araba/Alava;900.8;;;;
1995;4;Aragón;597.5;;;;
1995;4;Asturias (Principado de );636.6;;;;
1995;4;Badajoz;389.3;;;;
1995;4;Balears (Illes);599.2;;;;
1995;4;Barcelona;890.5;;;;
1995;4;Bizkaia;885.1;;;;
1995;4;Burgos;708.3;;;;
1995;4;Canarias;607.5;;;;
1995;4;Cantabria;735.4;;;;
1995;4;Castellón/Castelló;479.2;;;;
1995;4;Castilla y León;635.3;;;;
1995;4;Castilla-La Mancha;512.4;;;;
1995;4;Cataluña;754.3;;;;
1995;4;Ciudad Real;444.2;;;;
1995;4;Comunidad Valenciana;490;;;;
1995;4;Coruña (A);689.3;;;;
1995;4;Cuenca;438.6;;;;
1995;4;Cáceres;420.3;;;;
1995;4;Cádiz;507.8;;;;
1995;4;Córdoba;502;;;;
1995;4;Extremadura;400.6;;;;
1995;4;Galicia;607.4;;;;
1995;4;Gipuzkoa;969.7;;;;
1995;4;Girona;581.4;;;;
1995;4;Granada;471.9;;;;
1995;4;Guadalajara;644.7;;;;
1995;4;Huelva;526.5;;;;
1995;4;Huesca;462.3;;;;
1995;4;Jaén;387.8;;;;
1995;4;León;528.1;;;;
1995;4;Lleida;490.5;;;;
1995;4;Lugo;456.5;;;;
1995;4;Madrid (Comunidad de);1115;;;;
1995;4;Murcia (Región de);428.4;;;;
1995;4;Málaga;519.3;;;;
1995;4;Navarra (Comunidad Foral de);721.3;;;;
1995;4;Ourense;591.6;;;;
1995;4;Palencia;563.2;;;;
1995;4;Palmas (Las);613.1;;;;
1995;4;País Vasco;904.5;;;;
1995;4;Pontevedra;596.7;;;;
1995;4;Rioja (La);631.9;;;;
1995;4;Salamanca;673.4;;;;
1995;4;Santa Cruz de Tenerife;601.1;;;;
1995;4;Segovia;615;;;;
1995;4;Sevilla;496.9;;;;
1995;4;Soria;771.3;;;;
1995;4;Tarragona;494.8;;;;
1995;4;Teruel;475.7;;;;
1995;4;Toledo;467.8;;;;
1995;4;TOTAL NACIONAL;692.7;;;;
1995;4;Valencia/València;469.7;;;;
1995;4;Valladolid;679.4;;;;
1995;4;Zamora;500.5;;;;
1995;4;Zaragoza;644.1;;;;
1995;4;Ávila;604.5;;;;
1996;1;Albacete;443;;;;
1996;1;Alicante/Alacant;469.5;;;;
1996;1;Almería;460.5;;;;
1996;1;Andalucía;507.8;;;;
1996;1;Araba/Alava;896.1;;;;
1996;1;Aragón;596;;;;
1996;1;Asturias (Principado de );662.2;;;;
1996;1;Badajoz;398.4;;;;
1996;1;Balears (Illes);589.7;;;;
1996;1;Barcelona;881.8;;;;
1996;1;Bizkaia;921.8;;;;
1996;1;Burgos;737.6;;;;
1996;1;Canarias;610.6;;;;
1996;1;Cantabria;733.7;;;;
1996;1;Castellón/Castelló;473.8;;;;
1996;1;Castilla y León;618.1;;;;
1996;1;Castilla-La Mancha;510.1;;;;
1996;1;Cataluña;754.3;;;;
1996;1;Ciudad Real;427.3;;;;
1996;1;Comunidad Valenciana;496.7;;;;
1996;1;Coruña (A);662.5;;;;
1996;1;Cuenca;468;;;;
1996;1;Cáceres;411.7;;;;
1996;1;Cádiz;503.5;;;;
1996;1;Córdoba;498.5;;;;
1996;1;Extremadura;401.4;;;;
1996;1;Galicia;600.5;;;;
1996;1;Gipuzkoa;997.2;;;;
1996;1;Girona;596.2;;;;
1996;1;Granada;473;;;;
1996;1;Guadalajara;644.7;;;;
1996;1;Huelva;515;;;;
1996;1;Huesca;462.3;;;;
1996;1;Jaén;381.4;;;;
1996;1;León;508.1;;;;
1996;1;Lleida;500.4;;;;
1996;1;Lugo;474.9;;;;
1996;1;Madrid (Comunidad de);1104.5;;;;
1996;1;Murcia (Región de);424.7;;;;
1996;1;Málaga;507.8;;;;
1996;1;Navarra (Comunidad Foral de);736.6;;;;
1996;1;Ourense;637.6;;;;
1996;1;Palencia;534.5;;;;
1996;1;Palmas (Las);619.2;;;;
1996;1;País Vasco;938.7;;;;
1996;1;Pontevedra;571.7;;;;
1996;1;Rioja (La);625;;;;
1996;1;Salamanca;629.5;;;;
1996;1;Santa Cruz de Tenerife;599.6;;;;
1996;1;Segovia;620.1;;;;
1996;1;Sevilla;492.8;;;;
1996;1;Soria;734.8;;;;
1996;1;Tarragona;514.8;;;;
1996;1;Teruel;430.3;;;;
1996;1;Toledo;457.8;;;;
1996;1;TOTAL NACIONAL;686;;;;
1996;1;Valencia/València;485.7;;;;
1996;1;Valladolid;678;;;;
1996;1;Zamora;510.8;;;;
1996;1;Zaragoza;644.1;;;;
1996;1;Ávila;585.7;;;;
1996;2;Albacete;433.2;;;;
1996;2;Alicante/Alacant;502.4;;;;
1996;2;Almería;466.9;;;;
1996;2;Andalucía;503.6;;;;
1996;2;Araba/Alava;903.1;;;;
1996;2;Aragón;581.1;;;;
1996;2;Asturias (Principado de );666.5;;;;
1996;2;Badajoz;405;;;;
1996;2;Balears (Illes);599.2;;;;
1996;2;Barcelona;890.5;;;;
1996;2;Bizkaia;907.1;;;;
1996;2;Burgos;743.5;;;;
1996;2;Canarias;613.7;;;;
1996;2;Cantabria;728.9;;;;
1996;2;Castellón/Castelló;487.4;;;;
1996;2;Castilla y León;641.4;;;;
1996;2;Castilla-La Mancha;504.2;;;;
1996;2;Cataluña;758.1;;;;
1996;2;Ciudad Real;428.1;;;;
1996;2;Comunidad Valenciana;499.4;;;;
1996;2;Coruña (A);687;;;;
1996;2;Cuenca;478.7;;;;
1996;2;Cáceres;429;;;;
1996;2;Cádiz;502;;;;
1996;2;Córdoba;467.1;;;;
1996;2;Extremadura;413.1;;;;
1996;2;Galicia;601.7;;;;
1996;2;Gipuzkoa;1002.1;;;;
1996;2;Girona;594.5;;;;
1996;2;Granada;471.9;;;;
1996;2;Guadalajara;649.6;;;;
1996;2;Huelva;518.8;;;;
1996;2;Huesca;485.9;;;;
1996;2;Jaén;389.4;;;;
1996;2;León;552.2;;;;
1996;2;Lleida;508.1;;;;
1996;2;Lugo;493.3;;;;
1996;2;Madrid (Comunidad de);1070.5;;;;
1996;2;Murcia (Región de);428.4;;;;
1996;2;Málaga;521.2;;;;
1996;2;Navarra (Comunidad Foral de);724.4;;;;
1996;2;Ourense;565.8;;;;
1996;2;Palencia;572.1;;;;
1996;2;Palmas (Las);630;;;;
1996;2;País Vasco;928.9;;;;
1996;2;Pontevedra;560.5;;;;
1996;2;Rioja (La);612.4;;;;
1996;2;Salamanca;625.5;;;;
1996;2;Santa Cruz de Tenerife;590.5;;;;
1996;2;Segovia;667.7;;;;
1996;2;Sevilla;506.6;;;;
1996;2;Soria;727.8;;;;
1996;2;Tarragona;499.4;;;;
1996;2;Teruel;467;;;;
1996;2;Toledo;457.8;;;;
1996;2;TOTAL NACIONAL;697.8;;;;
1996;2;Valencia/València;487;;;;
1996;2;Valladolid;682.1;;;;
1996;2;Zamora;508;;;;
1996;2;Zaragoza;608.4;;;;
1996;2;Ávila;587.9;;;;
1996;3;Albacete;438.7;;;;
1996;3;Alicante/Alacant;497.9;;;;
1996;3;Almería;445.2;;;;
1996;3;Andalucía;505;;;;
1996;3;Araba/Alava;945.5;;;;
1996;3;Aragón;599;;;;
1996;3;Asturias (Principado de );679.3;;;;
1996;3;Badajoz;406.6;;;;
1996;3;Balears (Illes);601.1;;;;
1996;3;Barcelona;894.8;;;;
1996;3;Bizkaia;946.3;;;;
1996;3;Burgos;721.5;;;;
1996;3;Canarias;622.8;;;;
1996;3;Cantabria;735.4;;;;
1996;3;Castellón/Castelló;499.7;;;;
1996;3;Castilla y León;636.5;;;;
1996;3;Castilla-La Mancha;527.8;;;;
1996;3;Cataluña;765.9;;;;
1996;3;Ciudad Real;448.2;;;;
1996;3;Comunidad Valenciana;508.9;;;;
1996;3;Coruña (A);681.2;;;;
1996;3;Cuenca;477;;;;
1996;3;Cáceres;426.4;;;;
1996;3;Cádiz;510.7;;;;
1996;3;Córdoba;484.6;;;;
1996;3;Extremadura;412.3;;;;
1996;3;Galicia;606.3;;;;
1996;3;Gipuzkoa;1032.1;;;;
1996;3;Girona;611;;;;
1996;3;Granada;490.2;;;;
1996;3;Guadalajara;628.5;;;;
1996;3;Huelva;518.8;;;;
1996;3;Huesca;483.4;;;;
1996;3;Jaén;382.2;;;;
1996;3;León;551.2;;;;
1996;3;Lleida;504.8;;;;
1996;3;Lugo;457.3;;;;
1996;3;Madrid (Comunidad de);1065.3;;;;
1996;3;Murcia (Región de);433.4;;;;
1996;3;Málaga;517.4;;;;
1996;3;Navarra (Comunidad Foral de);785.6;;;;
1996;3;Ourense;561.9;;;;
1996;3;Palencia;554.3;;;;
1996;3;Palmas (Las);633.1;;;;
1996;3;País Vasco;970.5;;;;
1996;3;Pontevedra;571.7;;;;
1996;3;Rioja (La);622.2;;;;
1996;3;Salamanca;620.2;;;;
1996;3;Santa Cruz de Tenerife;602.6;;;;
1996;3;Segovia;657.5;;;;
1996;3;Sevilla;496.9;;;;
1996;3;Soria;707.8;;;;
1996;3;Tarragona;507.1;;;;
1996;3;Teruel;440.8;;;;
1996;3;Toledo;465.3;;;;
1996;3;TOTAL NACIONAL;691;;;;
1996;3;Valencia/València;495.6;;;;
1996;3;Valladolid;678;;;;
1996;3;Zamora;504.2;;;;
1996;3;Zaragoza;624.6;;;;
1996;3;Ávila;600.1;;;;
1996;4;Albacete;469.2;;;;
1996;4;Alicante/Alacant;499.4;;;;
1996;4;Almería;469.4;;;;
1996;4;Andalucía;513.4;;;;
1996;4;Araba/Alava;950.2;;;;
1996;4;Aragón;597.5;;;;
1996;4;Asturias (Principado de );667.9;;;;
1996;4;Badajoz;409.1;;;;
1996;4;Balears (Illes);623.8;;;;
1996;4;Barcelona;912.2;;;;
1996;4;Bizkaia;963.4;;;;
1996;4;Burgos;733.2;;;;
1996;4;Canarias;633.5;;;;
1996;4;Cantabria;784.1;;;;
1996;4;Castellón/Castelló;498.3;;;;
1996;4;Castilla y León;632.8;;;;
1996;4;Castilla-La Mancha;526.6;;;;
1996;4;Cataluña;777.4;;;;
1996;4;Ciudad Real;436.1;;;;
1996;4;Comunidad Valenciana;506.2;;;;
1996;4;Coruña (A);713.8;;;;
1996;4;Cuenca;477;;;;
1996;4;Cáceres;438.6;;;;
1996;4;Cádiz;504.9;;;;
1996;4;Córdoba;478.7;;;;
1996;4;Extremadura;419.8;;;;
1996;4;Galicia;622.3;;;;
1996;4;Gipuzkoa;994.7;;;;
1996;4;Girona;607.7;;;;
1996;4;Granada;490.2;;;;
1996;4;Guadalajara;647.9;;;;
1996;4;Huelva;507.3;;;;
1996;4;Huesca;488.4;;;;
1996;4;Jaén;381.4;;;;
1996;4;León;528.1;;;;
1996;4;Lleida;503.7;;;;
1996;4;Lugo;460.7;;;;
1996;4;Madrid (Comunidad de);1083.6;;;;
1996;4;Murcia (Región de);433.4;;;;
1996;4;Málaga;528.8;;;;
1996;4;Navarra (Comunidad Foral de);741.2;;;;
1996;4;Ourense;552.4;;;;
1996;4;Palencia;544.4;;;;
1996;4;Palmas (Las);636.2;;;;
1996;4;País Vasco;970.5;;;;
1996;4;Pontevedra;591.7;;;;
1996;4;Rioja (La);599.8;;;;
1996;4;Salamanca;630.8;;;;
1996;4;Santa Cruz de Tenerife;631.3;;;;
1996;4;Segovia;669;;;;
1996;4;Sevilla;508;;;;
1996;4;Soria;660.7;;;;
1996;4;Tarragona;505.6;;;;
1996;4;Teruel;464.4;;;;
1996;4;Toledo;471.6;;;;
1996;4;TOTAL NACIONAL;694.4;;;;
1996;4;Valencia/València;489.5;;;;
1996;4;Valladolid;676.6;;;;
1996;4;Zamora;502.4;;;;
1996;4;Zaragoza;626.2;;;;
1996;4;Ávila;611.2;;;;
1997;1;Albacete;461.6;;;;
1997;1;Alicante/Alacant;506.9;;;;
1997;1;Almería;478.3;;;;
1997;1;Andalucía;509.2;;;;
1997;1;Araba/Alava;1004.3;;;;
1997;1;Aragón;581.1;;;;
1997;1;Asturias (Principado de );677.9;;;;
1997;1;Badajoz;403.3;;;;
1997;1;Balears (Illes);627.5;;;;
1997;1;Barcelona;914.4;;;;
1997;1;Bizkaia;912;;;;
1997;1;Burgos;730.3;;;;
1997;1;Canarias;647.2;;;;
1997;1;Cantabria;753.2;;;;
1997;1;Castellón/Castelló;499.7;;;;
1997;1;Castilla y León;640.2;;;;
1997;1;Castilla-La Mancha;519.5;;;;
1997;1;Cataluña;781.3;;;;
1997;1;Ciudad Real;424.9;;;;
1997;1;Comunidad Valenciana;515.6;;;;
1997;1;Coruña (A);663.7;;;;
1997;1;Cuenca;465.4;;;;
1997;1;Cáceres;430.7;;;;
1997;1;Cádiz;513.6;;;;
1997;1;Córdoba;475.2;;;;
1997;1;Extremadura;413.1;;;;
1997;1;Galicia;607.4;;;;
1997;1;Gipuzkoa;984.7;;;;
1997;1;Girona;612.6;;;;
1997;1;Granada;501.7;;;;
1997;1;Guadalajara;657.6;;;;
1997;1;Huelva;503.5;;;;
1997;1;Huesca;484.7;;;;
1997;1;Jaén;397.4;;;;
1997;1;León;530.1;;;;
1997;1;Lleida;518;;;;
1997;1;Lugo;495.9;;;;
1997;1;Madrid (Comunidad de);1054.8;;;;
1997;1;Murcia (Región de);437.1;;;;
1997;1;Málaga;528.8;;;;
1997;1;Navarra (Comunidad Foral de);744.3;;;;
1997;1;Ourense;595.4;;;;
1997;1;Palencia;574;;;;
1997;1;Palmas (Las);667;;;;
1997;1;País Vasco;938.7;;;;
1997;1;Pontevedra;587.9;;;;
1997;1;Rioja (La);629.1;;;;
1997;1;Salamanca;674.7;;;;
1997;1;Santa Cruz de Tenerife;622.2;;;;
1997;1;Segovia;643.3;;;;
1997;1;Sevilla;506.6;;;;
1997;1;Soria;673.7;;;;
1997;1;Tarragona;494.8;;;;
1997;1;Teruel;465.3;;;;
1997;1;Toledo;469.1;;;;
1997;1;TOTAL NACIONAL;691;;;;
1997;1;Valencia/València;500.6;;;;
1997;1;Valladolid;684.9;;;;
1997;1;Zamora;508;;;;
1997;1;Zaragoza;603.5;;;;
1997;1;Ávila;607.8;;;;
1997;2;Albacete;443;;;;
1997;2;Alicante/Alacant;509.9;;;;
1997;2;Almería;473.2;;;;
1997;2;Andalucía;516.1;;;;
1997;2;Araba/Alava;1020.7;;;;
1997;2;Aragón;581.1;;;;
1997;2;Asturias (Principado de );685;;;;
1997;2;Badajoz;408.2;;;;
1997;2;Balears (Illes);648.3;;;;
1997;2;Barcelona;921;;;;
1997;2;Bizkaia;934;;;;
1997;2;Burgos;784.5;;;;
1997;2;Canarias;674.7;;;;
1997;2;Cantabria;775.9;;;;
1997;2;Castellón/Castelló;505.2;;;;
1997;2;Castilla y León;648.8;;;;
1997;2;Castilla-La Mancha;524.2;;;;
1997;2;Cataluña;787.1;;;;
1997;2;Ciudad Real;432.9;;;;
1997;2;Comunidad Valenciana;519.7;;;;
1997;2;Coruña (A);650.9;;;;
1997;2;Cuenca;461.8;;;;
1997;2;Cáceres;433.4;;;;
1997;2;Cádiz;520.8;;;;
1997;2;Córdoba;476.4;;;;
1997;2;Extremadura;416.5;;;;
1997;2;Galicia;622.3;;;;
1997;2;Gipuzkoa;989.7;;;;
1997;2;Girona;622.5;;;;
1997;2;Granada;520.1;;;;
1997;2;Guadalajara;657.6;;;;
1997;2;Huelva;516.3;;;;
1997;2;Huesca;489.6;;;;
1997;2;Jaén;393.4;;;;
1997;2;León;540.1;;;;
1997;2;Lleida;512.5;;;;
1997;2;Lugo;468.2;;;;
1997;2;Madrid (Comunidad de);1041.7;;;;
1997;2;Murcia (Región de);442.1;;;;
1997;2;Málaga;544.1;;;;
1997;2;Navarra (Comunidad Foral de);794.8;;;;
1997;2;Ourense;600.2;;;;
1997;2;Palencia;561.2;;;;
1997;2;Palmas (Las);700.9;;;;
1997;2;País Vasco;953.4;;;;
1997;2;Pontevedra;616.7;;;;
1997;2;Rioja (La);611;;;;
1997;2;Salamanca;685.4;;;;
1997;2;Santa Cruz de Tenerife;644.9;;;;
1997;2;Segovia;653.6;;;;
1997;2;Sevilla;510.8;;;;
1997;2;Soria;731.3;;;;
1997;2;Tarragona;505.6;;;;
1997;2;Teruel;494.1;;;;
1997;2;Toledo;477.8;;;;
1997;2;TOTAL NACIONAL;726.4;;;;
1997;2;Valencia/València;505.5;;;;
1997;2;Valladolid;661.6;;;;
1997;2;Zamora;499.5;;;;
1997;2;Zaragoza;600.3;;;;
1997;2;Ávila;600.1;;;;
1997;3;Albacete;479;;;;
1997;3;Alicante/Alacant;518.8;;;;
1997;3;Almería;499.9;;;;
1997;3;Andalucía;510.6;;;;
1997;3;Araba/Alava;990.1;;;;
1997;3;Aragón;585.6;;;;
1997;3;Asturias (Principado de );695;;;;
1997;3;Badajoz;395.1;;;;
1997;3;Balears (Illes);640.8;;;;
1997;3;Barcelona;929.7;;;;
1997;3;Bizkaia;934;;;;
1997;3;Burgos;758.1;;;;
1997;3;Canarias;676.2;;;;
1997;3;Cantabria;771.1;;;;
1997;3;Castellón/Castelló;507.9;;;;
1997;3;Castilla y León;646.3;;;;
1997;3;Castilla-La Mancha;539.6;;;;
1997;3;Cataluña;792.9;;;;
1997;3;Ciudad Real;443.4;;;;
1997;3;Comunidad Valenciana;522.4;;;;
1997;3;Coruña (A);657.9;;;;
1997;3;Cuenca;458.2;;;;
1997;3;Cáceres;421.2;;;;
1997;3;Cádiz;515.1;;;;
1997;3;Córdoba;490.4;;;;
1997;3;Extremadura;403.9;;;;
1997;3;Galicia;618.8;;;;
1997;3;Gipuzkoa;962.3;;;;
1997;3;Girona;625.8;;;;
1997;3;Granada;490.2;;;;
1997;3;Guadalajara;635;;;;
1997;3;Huelva;517.6;;;;
1997;3;Huesca;492.1;;;;
1997;3;Jaén;389.4;;;;
1997;3;León;551.2;;;;
1997;3;Lleida;510.3;;;;
1997;3;Lugo;456.5;;;;
1997;3;Madrid (Comunidad de);1052.2;;;;
1997;3;Murcia (Región de);445.8;;;;
1997;3;Málaga;551.8;;;;
1997;3;Navarra (Comunidad Foral de);814.7;;;;
1997;3;Ourense;626.1;;;;
1997;3;Palencia;572.1;;;;
1997;3;Palmas (Las);697.8;;;;
1997;3;País Vasco;943.6;;;;
1997;3;Pontevedra;604.2;;;;
1997;3;Rioja (La);615.2;;;;
1997;3;Salamanca;681.4;;;;
1997;3;Santa Cruz de Tenerife;654;;;;
1997;3;Segovia;644.6;;;;
1997;3;Sevilla;516.3;;;;
1997;3;Soria;694.8;;;;
1997;3;Tarragona;501;;;;
1997;3;Teruel;481.8;;;;
1997;3;Toledo;475.3;;;;
1997;3;TOTAL NACIONAL;726.4;;;;
1997;3;Valencia/València;510.5;;;;
1997;3;Valladolid;654.7;;;;
1997;3;Zamora;516.5;;;;
1997;3;Zaragoza;603.5;;;;
1997;3;Ávila;613.4;;;;
1997;4;Albacete;474.7;;;;
1997;4;Alicante/Alacant;512.9;;;;
1997;4;Almería;498.7;;;;
1997;4;Andalucía;516.1;;;;
1997;4;Araba/Alava;1039.5;;;;
1997;4;Aragón;593;;;;
1997;4;Asturias (Principado de );672.2;;;;
1997;4;Badajoz;392.6;;;;
1997;4;Balears (Illes);654;;;;
1997;4;Barcelona;940.6;;;;
1997;4;Bizkaia;953.6;;;;
1997;4;Burgos;769.9;;;;
1997;4;Canarias;683.9;;;;
1997;4;Cantabria;756.5;;;;
1997;4;Castellón/Castelló;516.1;;;;
1997;4;Castilla y León;652.5;;;;
1997;4;Castilla-La Mancha;536;;;;
1997;4;Cataluña;802.5;;;;
1997;4;Ciudad Real;438.6;;;;
1997;4;Comunidad Valenciana;522.4;;;;
1997;4;Coruña (A);690.5;;;;
1997;4;Cuenca;451.1;;;;
1997;4;Cáceres;428.1;;;;
1997;4;Cádiz;512.2;;;;
1997;4;Córdoba;484.6;;;;
1997;4;Extremadura;406.4;;;;
1997;4;Galicia;629.1;;;;
1997;4;Gipuzkoa;977.2;;;;
1997;4;Girona;630.8;;;;
1997;4;Granada;506.3;;;;
1997;4;Guadalajara;641.5;;;;
1997;4;Huelva;524;;;;
1997;4;Huesca;489.6;;;;
1997;4;Jaén;390.2;;;;
1997;4;León;554.2;;;;
1997;4;Lleida;509.2;;;;
1997;4;Lugo;471.6;;;;
1997;4;Madrid (Comunidad de);1065.3;;;;
1997;4;Murcia (Región de);450.8;;;;
1997;4;Málaga;542.2;;;;
1997;4;Navarra (Comunidad Foral de);797.9;;;;
1997;4;Ourense;626.1;;;;
